construction,iteration,metric,effect,ci_low,ci_high,p,loto_min,loto_max,positive,significant,n_tasks,method
RANDOM_ONE_TO_ONE_MATCHING,9,tool_argument_distance,0.12160629696592011,0.07743656592706906,0.16693489802716424,0.0008326394671107411,0.11243607394882917,0.1276026512868351,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,9,tool_name_distance,0.08983620845258919,0.048932396586047366,0.13105118055149076,0.0008326394671107411,0.08130877049990497,0.09484387324543885,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,9,stage_distance,0.0985088232671196,0.0544254988582314,0.13965617381131046,0.0008326394671107411,0.08942080490076684,0.10402734042873096,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,10,tool_argument_distance,0.09036536588605076,0.04898834284151987,0.1339004220160097,0.0008326394671107411,0.08254064007620165,0.09632682531952977,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,10,tool_name_distance,0.06840271096884848,0.02703441704222557,0.11143850255760321,0.004163197335553705,0.05695519030893176,0.07334268430678989,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,10,stage_distance,0.07300498579596375,0.03159249672716481,0.11867668059912298,0.0033305578684429643,0.06250654112011843,0.07785528585417938,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,11,tool_argument_distance,0.10930190232989716,0.06949466991684662,0.1496422926256076,0.0008326394671107411,0.10001678111700435,0.11437583423320033,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,11,tool_name_distance,0.08174629307855547,0.0445137411005425,0.11824397143878335,0.002497918401332223,0.07358295278185123,0.08724745511330644,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,11,stage_distance,0.0884068510199179,0.04760330482685455,0.12929037508756736,0.0008326394671107411,0.0789218766953169,0.0930322319485293,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,12,tool_argument_distance,0.12954533002656737,0.08622170698244118,0.17156497758446243,0.0008326394671107411,0.12190088202444045,0.13605932358288203,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,12,tool_name_distance,0.103393549520783,0.062372497858475165,0.14765606198402373,0.0008326394671107411,0.09532671948615964,0.10903003944662246,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,12,stage_distance,0.11146843624306776,0.0706630940367502,0.15761090206985573,0.0008326394671107411,0.10334593062840879,0.11704750418712519,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,13,tool_argument_distance,0.10874142139586136,0.06689221839066128,0.15190681292321073,0.0008326394671107411,0.09965784295955266,0.11517985358716554,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,13,tool_name_distance,0.08421814544954559,0.05015291972551871,0.12280086053420057,0.0008326394671107411,0.07515140353227225,0.08991452041331632,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,13,stage_distance,0.09135212636981345,0.05427906316188855,0.13160794705833415,0.0008326394671107411,0.0819513027694952,0.09759265499544126,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,14,tool_argument_distance,0.12570813891587226,0.08321027846367045,0.16832876757578602,0.0008326394671107411,0.1166551113830657,0.13318078501434158,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,14,tool_name_distance,0.10067781654217255,0.06600377568098086,0.13801890202124914,0.0008326394671107411,0.09276677662725709,0.10662929953716765,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,14,stage_distance,0.1068156889140499,0.06883156741488343,0.1462268534755999,0.0008326394671107411,0.09785668138642412,0.1125212326355692,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,15,tool_argument_distance,0.1288231368626154,0.09250079967881443,0.1710640264637432,0.0008326394671107411,0.12031332172535682,0.13529261526613492,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,15,tool_name_distance,0.10273146438040522,0.068529086325752,0.13772441618331668,0.0008326394671107411,0.09566612579075064,0.10893949651692249,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,15,stage_distance,0.10807372256596787,0.06989627229932191,0.1472424626516286,0.0008326394671107411,0.09915065885696832,0.11441951593100745,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,16,tool_argument_distance,0.10542438764797109,0.06660811427104307,0.14354655298325714,0.0008326394671107411,0.09910317967600836,0.11234225700079997,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,16,tool_name_distance,0.08245322282280237,0.04253124805838133,0.12240916423299808,0.0008326394671107411,0.07441830562701601,0.08852696099281424,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,16,stage_distance,0.0888818477401566,0.0515518347440296,0.12774466009643307,0.0008326394671107411,0.08217036102462158,0.09483273499259778,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,17,tool_argument_distance,0.11840559845683457,0.0752422187077216,0.16302258139548614,0.0008326394671107411,0.10864575841274417,0.12524225011483808,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,17,tool_name_distance,0.09037368898980798,0.052361780563024554,0.13107595513555387,0.0008326394671107411,0.08176479491280303,0.09636803674825774,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,17,stage_distance,0.09926072834696342,0.05882202901565999,0.1414695898103676,0.0008326394671107411,0.09008586480313517,0.10621561751748171,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,18,tool_argument_distance,0.10458083552753951,0.06520340207954785,0.14411487038777432,0.0008326394671107411,0.09736205667866649,0.11277330468991449,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,18,tool_name_distance,0.07758726292670065,0.039850827213248084,0.11636395029804278,0.0016652789342214821,0.07045588684787993,0.0848206749698109,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,18,stage_distance,0.08636648186353567,0.04356885138791521,0.1255856664646232,0.0008326394671107411,0.07968035413446661,0.09312789601057993,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,19,tool_argument_distance,0.12225723150953402,0.08600674242196524,0.15974439501654208,0.0008326394671107411,0.11355981907647311,0.1277681123704807,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,19,tool_name_distance,0.09042293649193346,0.05509084766755512,0.1251434011451871,0.0008326394671107411,0.08272395050920454,0.0949431080815834,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,19,stage_distance,0.09727804653757023,0.05924046525935052,0.13798230636952752,0.0008326394671107411,0.08804653494204502,0.10197920369460174,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,20,tool_argument_distance,0.1154080375994741,0.07380467566097573,0.1564883598885244,0.0008326394671107411,0.10651493391184005,0.1239098553924758,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,20,tool_name_distance,0.09804641660093857,0.05853368940422616,0.1386527736191995,0.0008326394671107411,0.0884728922432577,0.10586437589188422,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,20,stage_distance,0.10491705029585503,0.06198260933504816,0.1510552897354011,0.0008326394671107411,0.09473146034965951,0.1122084806838227,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,21,tool_argument_distance,0.09671118820194534,0.05923728856315931,0.13558775463486383,0.0008326394671107411,0.0872647449980952,0.10238528248011726,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,21,tool_name_distance,0.0777455298581285,0.04073687901656245,0.11800060550643028,0.0008326394671107411,0.06887264394560257,0.08311646802794205,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,21,stage_distance,0.07924215045353605,0.03711363944042425,0.12202827335512197,0.0008326394671107411,0.0696036557210809,0.0853624752136539,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,22,tool_argument_distance,0.11483720123107359,0.0726392454417361,0.15686524763203108,0.0008326394671107411,0.10736775907288493,0.12127109859051013,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,22,tool_name_distance,0.08218852668532538,0.04679284775310856,0.12027901267752344,0.0008326394671107411,0.07423623433294156,0.08755929487028782,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,22,stage_distance,0.0884022408867154,0.05119268400647335,0.1256358066377783,0.0008326394671107411,0.08021593921425586,0.09366241073215596,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,23,tool_argument_distance,0.11923529542999993,0.07757454592217809,0.1646493105736895,0.0008326394671107411,0.11003557275012595,0.12586233646260395,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,23,tool_name_distance,0.08989495518372342,0.05165960453593928,0.13069778296214446,0.0008326394671107411,0.08167583351570942,0.09628953938655814,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,23,stage_distance,0.08903375247832518,0.04988434572769969,0.1307143937904855,0.0008326394671107411,0.07956668962396443,0.09468089816674437,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,24,tool_argument_distance,0.11293198996551491,0.07079170979635603,0.15846824089892853,0.0008326394671107411,0.10301576110738676,0.11953821008697861,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,24,tool_name_distance,0.08350180704938366,0.0423692294959218,0.12708065817895522,0.0008326394671107411,0.0758274822621325,0.08979070426590985,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,24,stage_distance,0.08640559172556639,0.04493983949403003,0.1305105459722837,0.0016652789342214821,0.07686343856398394,0.09197764710676391,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,25,tool_argument_distance,0.11745828188451801,0.07291233166837921,0.16422555729429195,0.0008326394671107411,0.10862375660502807,0.1260186780856638,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,25,tool_name_distance,0.0864547619806032,0.04858877973355946,0.12730544956162426,0.0008326394671107411,0.07774052368138894,0.09394153113953925,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,25,stage_distance,0.09108458093470491,0.05090364300555681,0.13589806024087953,0.0008326394671107411,0.08167611317909781,0.09798079791235399,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,26,tool_argument_distance,0.09967466579688783,0.054095644503239136,0.14719045229776587,0.0008326394671107411,0.08937965624822748,0.1077269586812442,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,26,tool_name_distance,0.0699785813565075,0.030246235327338562,0.11160859519417216,0.0016652789342214821,0.06229070903657592,0.07699460249761225,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,26,stage_distance,0.07798564110124308,0.03448254022423012,0.12584686952080826,0.0008326394671107411,0.0682029179218228,0.08450760265507898,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,27,tool_argument_distance,0.10790635469174825,0.06841307161119946,0.15155216069195915,0.0008326394671107411,0.10155755116538455,0.11590822942166505,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,27,tool_name_distance,0.08252428828066374,0.04315470465169812,0.12321193935347945,0.0008326394671107411,0.07517682721195626,0.0894276785807348,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,27,stage_distance,0.08962113643568566,0.04423759490252613,0.12934524592841526,0.0008326394671107411,0.08206489844557764,0.09714531953916403,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,28,tool_argument_distance,0.12448061300976881,0.08655417187880429,0.1681585280134472,0.0008326394671107411,0.11584672576242888,0.12932159692301431,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,28,tool_name_distance,0.10245318875696388,0.06472233127928133,0.1414599749159102,0.0008326394671107411,0.09430427347387074,0.10680344603705498,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,28,stage_distance,0.10762379286704118,0.06734537016657073,0.14884092122613246,0.0008326394671107411,0.09868787402378659,0.11193576792882333,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,29,tool_argument_distance,0.09822576177050496,0.054009188397488264,0.1406149002004495,0.0008326394671107411,0.08884173591632893,0.10418504657392529,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,29,tool_name_distance,0.07712144299823151,0.03705420536407115,0.11629444881256644,0.0008326394671107411,0.06961961492145455,0.08190798432775112,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,29,stage_distance,0.07951650691715548,0.03677483556727482,0.12358643580399722,0.002497918401332223,0.069777522761047,0.08435660392472198,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,30,tool_argument_distance,0.11745872292133022,0.07520288183554594,0.15950994288666126,0.0008326394671107411,0.10767182929051108,0.12337877365483192,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,30,tool_name_distance,0.08188492565879264,0.04513324561964721,0.12063953883837131,0.0008326394671107411,0.07428110184850789,0.08872890300674019,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,30,stage_distance,0.09050978087695236,0.05042818230984735,0.1313683052269365,0.0008326394671107411,0.08108489026255235,0.09633458754802643,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,31,tool_argument_distance,0.11108353009586651,0.06598404892558998,0.1581411864252873,0.0008326394671107411,0.1020668690509865,0.11672990759973934,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,31,tool_name_distance,0.08227893267850915,0.04270311477099629,0.1233664816132244,0.0008326394671107411,0.07364379766907632,0.0886019544847231,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,31,stage_distance,0.0844589766799708,0.04441553584925754,0.127588276985833,0.002497918401332223,0.07486120594565704,0.08949310314898282,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,32,tool_argument_distance,0.11429562393384837,0.07469530322919825,0.15404905899661578,0.0008326394671107411,0.105370736998625,0.12280971954320977,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,32,tool_name_distance,0.09584962491279546,0.05763256038717863,0.13672405081919453,0.0008326394671107411,0.08828764965262507,0.10331910930201188,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,32,stage_distance,0.10381332334987232,0.0646574658921388,0.14682356887395634,0.0008326394671107411,0.09381615299660337,0.1122169679820122,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,33,tool_argument_distance,0.10862361634101812,0.06745604870175709,0.14946563424941706,0.0008326394671107411,0.10097664318597073,0.11693159352663535,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,33,tool_name_distance,0.0749347057060142,0.037078044025314484,0.11283354660336337,0.0008326394671107411,0.06677516132565006,0.08209233039996199,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,33,stage_distance,0.08117888712537145,0.04511091053222014,0.11766746090344816,0.0008326394671107411,0.07434454240378342,0.08779208427989674,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,34,tool_argument_distance,0.11592668918643348,0.08111699269338697,0.15635379457216092,0.0008326394671107411,0.10704840411556964,0.12082438299715079,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,34,tool_name_distance,0.09056041845086685,0.05654169936504303,0.1274340778185046,0.0008326394671107411,0.08266694782569474,0.0952419808373045,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,34,stage_distance,0.09829911635925813,0.06264871135079624,0.1372110885067726,0.0008326394671107411,0.08909677818720974,0.10387210586213935,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,35,tool_argument_distance,0.11108751612564205,0.0715652115696398,0.14967081763996,0.0008326394671107411,0.10362023028801698,0.11918028118224151,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,35,tool_name_distance,0.08719943922138804,0.04898034334996224,0.12673525800678984,0.0008326394671107411,0.07850647741476763,0.09456829559451298,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,35,stage_distance,0.09797606310479681,0.05867761323243045,0.13744987404458237,0.0008326394671107411,0.08878263542933294,0.10599314865301143,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,36,tool_argument_distance,0.11015984933364945,0.06894838237590137,0.15643806395455903,0.0008326394671107411,0.10111679740984895,0.1167616263955743,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,36,tool_name_distance,0.08821304327163247,0.052641549865133454,0.12348877519455818,0.0008326394671107411,0.07994586697755873,0.09429067667558971,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
RANDOM_ONE_TO_ONE_MATCHING,36,stage_distance,0.08733753970430268,0.050777973224327574,0.12834337770879756,0.0008326394671107411,0.07686963267544603,0.09380818443388572,True,True,36,RANDOM_ONE_TO_ONE_MATCHING
