source_path,source_bytes,source_sha256,archive_path,archive_bytes,archive_sha256
"logs/r8_attack/test_retry_mistral_small_3p2.log",341265,0a78a3141ebd26b60c734575034b7e70f9c8bc1836d960bf398e029b65b1ba89,"logs_archive/r8_attack/test_retry_mistral_small_3p2.log.gz",42433,59bd38a15139217b0926b1862e4fa21886cc59b05416f96bb326ca18dc5c08bb
"logs/r8_full_run.log",91426649,7589fd54fcba7a3a4f506bdc6474042c291c4eb873d39bcf2551066cdab114f0,"logs_archive/r8_full_run.log.gz",7979514,230d6689970c4e1c17ce82f4ab552cb81217757008ce1eb906b6813b01cfd0a1
"logs/r8_postrun_review300.log",1302,1865fe221ceb62fbe6e69b3146e6f20f45210875ebdeba16d3f563325c4ac8c1,"logs_archive/r8_postrun_review300.log.gz",515,7780f76a173ddcbc5bf436893c1bfaa7f6e5dd116f6241cdc19464fb07785519
"logs/r8_recover1.log",28915,1e86d4a3cbd518deb53504901041757a4c24aafe4dab0c2629f4e0810b610d71,"logs_archive/r8_recover1.log.gz",4368,298afadcbdf732b8caba78ed612dee819ccf7ea832d45b66333aa4187a5cf8f4
"logs/r8_recover2.log",697105,9f672ebd3cc3eb700d97b6e9a107cfd80cd199683c39ff1abec33df9d490c767,"logs_archive/r8_recover2.log.gz",68536,707907982afb6045067359a63950b88fca28770409e264f4241ad49686d8bac3
"logs/r8_recover3.log",562089,64d75922d3a79de8167f12b51adc803624fdb0061e14c852826c30dfff76df83,"logs_archive/r8_recover3.log.gz",54095,fccb796aac88e393dd0930180dde40a32ddfcf318bd44d7731096ab2c0483e32
"logs/r8_smoke.log",1565380,b72f96643f53328e5f0723a0290ec04f9720c5b1eabdc2467b5b338601df4107,"logs_archive/r8_smoke.log.gz",138115,5cc143d3cec45a37ff0958bb5a4171ceaa2c41f75c4ee2d8f9ab09376b63dd50
"logs/r8b_attack/analyze.log",1992,7bb5d6c7e0f9b720b342a22e3ef2f7d8cf2e8552805fd84b20c7cb3a294d76d6,"logs_archive/r8b_attack/analyze.log.gz",898,967eccffa6c8f4b89240b70caec350678f67e7b4b1b04733406098c6e4bcbb4b
"logs/r8b_attack/orchestrator.log",9615,b46b419890bceeb82204f8c35f1d625e16a8644d4e37b34796c9a48375cc5783,"logs_archive/r8b_attack/orchestrator.log.gz",1340,0dd761bf96b9b2d9fcb6dabd81f683c6a587a3578412b976ae327983038219f0
"logs/r8b_attack/partA_gemma4_31b.log",2983953,2f1be28079f84972c9c6915e7cb2723b64650188a1f147eca41789a0c8bea337,"logs_archive/r8b_attack/partA_gemma4_31b.log.gz",255702,f1d3e35222ab064e0b8e0096f87aef3b6eb84a1dc283f93c3f22851ab6d1b763
"logs/r8b_attack/partA_gpt_oss_120b.log",2508696,cfd9e2936b6bc89e6bce5d979cb516c568e65ede5f46bde89db36ab5626eb565,"logs_archive/r8b_attack/partA_gpt_oss_120b.log.gz",231265,fa18269425096ec85f5ecefa4e4e116aed3c66697f4e56aecd2034e8282758eb
"logs/r8b_attack/partA_mistral_small_3p2.log",3243190,8c2bd4c493b88d25e39a9108e695f150e3336fb5d937222b0ded491787806406,"logs_archive/r8b_attack/partA_mistral_small_3p2.log.gz",265202,ea31be2c205ab9c60380eebfe6a4981825203410a7399512ed8dd3c2992984eb
"logs/r8b_attack/partA_retry.log",87796,72f0da3522af8e1f233380f04c51f2f0752cd1c184dbe48b5794db5ee5c2029f,"logs_archive/r8b_attack/partA_retry.log.gz",9352,f1be8cc4b4673999176ca0b2829d26ce6b9eb51030a040d91cd376bcab9b40e2
"logs/r8b_attack/partB_gemma4_31b.log",2898816,e19e76c42c259064dcd68c396553fc6ca0ab8e0abde09360e2b7cd7bb0c87406,"logs_archive/r8b_attack/partB_gemma4_31b.log.gz",192422,827ad34bae9c683fb9c2e6c03a94a01abe342fc19a17d6fd21d2699b8d829f5a
"logs/r8b_attack/partB_gpt_oss_120b.log",2709743,b61ebcbc0f11f8dc7c2962622a8aaf145cf3a4485f67486fa13f84748f85e87d,"logs_archive/r8b_attack/partB_gpt_oss_120b.log.gz",190997,d07b1517b6a997861fbd7eae66c54babd598307a0d605469e4c5630311079535
"logs/r8b_attack/partB_mistral_small_3p2.log",2674955,de8394fa003e4613e88cc1eb81e20ef1df8cd71120e5a1feb278e94f1c38444c,"logs_archive/r8b_attack/partB_mistral_small_3p2.log.gz",227719,b0f5b35f9bceae7b047318d0e4db13069300deba151237c97f01a7a2cf4066bd
"logs/r8b_attack/partC_gemma4_31b.log",549601,b6c0af6c0e4a3c1153b728ef6fbd419b8fbfc8d63f00e3b50a949cda6375249a,"logs_archive/r8b_attack/partC_gemma4_31b.log.gz",40094,778745b9ac1100441e223425fc79d37b7b60d42bd168c8cb7263bb27e0dc7363
