family,contrast,treatment,reference,metric,n_pairs,n_tasks,estimate,ci_low,ci_high,bootstrap_p,wilcoxon_p,q_value,fdr_significant
pressure_factorial,insult_urgency_vs_insult_clean,insult_urgency_pressure,insult_strong_clean,policy_failure_any,270,30,0.003703703703703704,-0.05185185185185185,0.05185185185185185,0.948905109489051,0.8840279686806821,1.0,False
pressure_factorial,insult_urgency_vs_insult_clean,insult_urgency_pressure,insult_strong_clean,confirmation_before_action_rate,135,15,0.13333333333333333,0.05925925925925926,0.2074074074074074,0.00039996000399960006,0.0010150009471130653,0.003999600039996,True
pressure_factorial,insult_urgency_vs_insult_clean,insult_urgency_pressure,insult_strong_clean,unsafe_compliance_or_privacy_violation,270,30,0.0,0.0,0.0,1.0,1.0,1.0,False
pressure_factorial,insult_urgency_vs_insult_clean,insult_urgency_pressure,insult_strong_clean,tool_sequence_norm_distance_to_neutral,270,30,-0.02339933728822618,-0.09081330500774945,0.04145792247875578,0.4991500849915009,0.40501281693190805,0.9054479167467869,False
pressure_factorial,abuse_continuation_vs_abuse_clean,abuse_continuation_pressure,abuse_escalating_clean,final_state_correct,180,20,0.022222222222222223,-0.05,0.09444444444444444,0.5885411458854115,0.47950012218695337,0.9054479167467869,False
pressure_factorial,abuse_continuation_vs_abuse_clean,abuse_continuation_pressure,abuse_escalating_clean,policy_failure_any,270,30,0.03333333333333333,-0.018518518518518517,0.09259259259259259,0.2653734626537346,0.18925543169201764,0.7582098932963847,False
pressure_factorial,abuse_continuation_vs_abuse_clean,abuse_continuation_pressure,abuse_escalating_clean,confirmation_before_action_rate,135,15,0.014814814814814815,-0.1037037037037037,0.13333333333333333,0.8443155684431557,0.7680825619009432,1.0,False
pressure_factorial,abuse_continuation_vs_abuse_clean,abuse_continuation_pressure,abuse_escalating_clean,unsafe_compliance_or_privacy_violation,270,30,0.0,0.0,0.0,1.0,1.0,1.0,False
pressure_factorial,abuse_continuation_vs_abuse_clean,abuse_continuation_pressure,abuse_escalating_clean,tool_sequence_norm_distance_to_neutral,270,30,0.03126984126984127,-0.030580871546149323,0.09088668430335092,0.3357664233576642,0.11533482781892623,0.8394160583941606,False
mechanism,praise_auth_vs_neutral_pressure,praise_trust_authorization_pressure,neutral_pressure,final_state_correct,180,20,-0.03888888888888889,-0.10555555555555556,0.027777777777777776,0.29317068293170684,0.17793172526825463,0.5496950304969503,False
mechanism,praise_auth_vs_neutral_pressure,praise_trust_authorization_pressure,neutral_pressure,policy_failure_any,270,30,0.04814814814814815,-0.014814814814814815,0.11481481481481481,0.14078592140785923,0.06329083223334525,0.4463553644635537,False
